	Year, Month,Argentina_Temp,Brazil_Temp,China_Temp,India_Temp,Paraguay_Temp
2010,2,19.9255,27.1162,-4.8713,20.569,28.3468
2010,3,19.1168,26.8646,0.72168,26.0479,26.9066
2010,4,13.6752,25.8815,6.56534,29.9188,23.013
2010,5,10.2876,25.0834,13.5868,30.9367,17.8464
2010,6,8.39742,23.8137,18.0365,29.9059,19.2225
2010,7,6.42415,24.1657,20.6067,27.6628,17.5294
2010,8,8.19485,24.768,19.2537,27.0722,19.6791
2010,9,11.959,26.6081,14.7902,26.552,22.5399
2010,10,14.9016,26.642,7.73908,25.6958,23.9976
2010,11,17.5646,26.1814,0.9928,22.5287,24.6294
2010,12,20.3501,26.2464,-6.1938,17.7485,27.7387
2011,1,21.3591,25.9,-10.823,16.5939,27.9857
2011,2,19.9896,25.9348,-3.8677,19.9479,27.8473
2011,3,17.7463,25.6607,-0.138,24.4743,25.4132
2011,4,14.723,25.6547,8.92701,27.3541,23.4502
2011,5,10.8916,24.772,13.5623,30.2931,19.9064
2011,6,7.86543,24.1581,18.2,29.044,18.2534
2011,7,7.17847,24.358,20.1304,27.4064,18.8574
2011,8,8.33782,25.2135,19.3196,26.763,20.3424
2011,9,13.1624,26.2502,14.0646,26.4944,23.6323
2011,10,14.7296,26.2576,8.2468,25.5285,25.105
2011,11,18.9189,26.0925,1.25929,22.1691,26.2335
2011,12,20.8363,26.1414,-6.5132,18.5152,26.9666
2012,1,22.4866,25.6388,-9.8002,16.7365,27.9842
2012,2,20.5712,25.8926,-6.0667,19.5329,27.7936
2012,3,18.5287,25.8586,0.70142,24.0837,25.8575
2012,4,14.1194,25.9351,9.10929,28.0281,22.9417
2012,5,11.7976,24.9448,14.4242,30.5945,20.8079
2012,6,8.1538,24.4159,17.9611,30.3765,18.5517
2012,7,6.58674,24.159,20.1783,27.6659,16.5142
2012,8,10.0442,25.013,19.0493,26.5802,21.9562
2012,9,13.2344,26.4278,14.1805,26.5004,24.4019
2012,10,15.5432,27.1908,7.40143,24.7544,26.7656
2012,11,18.794,26.6045,-0.7818,21.038,26.5572
2012,12,20.2057,26.5033,-7.4017,18.4889,28.3799
2013,1,21.9513,26.2797,-8.555,17.0686,28.3808
2013,2,20.4956,26.421,-4.8,19.7613,27.4515
2013,3,16.6638,26.4633,2.59283,24.3788,25.3612
2013,4,15.4376,25.7173,7.90616,27.8826,23.1209
2013,5,11.1747,25.0598,14.0814,30.8022,20.4769
2013,6,9.32692,24.7923,18.0739,28.6156,18.9433
2013,7,7.83835,24.2248,20.1251,26.9224,18.3592
2013,8,8.48436,24.5482,19.5821,26.3956,18.129
2013,9,11.1578,26.1844,14.2672,26.8396,22.3319
2013,10,15.9484,26.541,8.29464,25.1562,24.402
2013,11,18.2226,26.1609,0.51315,20.9762,26.2587
2013,12,22.3206,26.3776,-5.7559,18.0772,28.5501
2014,1,21.7558,26.351,-6.6398,17.1987,27.5319
2014,2,19.6297,26.1318,-5.6126,19.0067,27.5311
2014,3,16.8254,25.9359,2.37766,23.3757,24.9224
2014,4,13.9624,25.9241,9.26856,27.9459,23.6784
2014,5,10.9979,25.013,10.7351,29.5535,20.0996
2014,6,8.42423,24.5104,17.7516,30.6068,19.3159
2014,7,8.2181,24.0321,19.8652,27.893,18.6648
2014,8,10.9961,25.2679,18.4369,27.2546,22.0228
2014,9,13.1223,26.8389,14.5691,26.5108,25.2655
2014,10,16.8427,26.9653,8.41303,25.3791,28.0744
2014,11,17.6,26.6748,0.84542,21.9367,25.9565
2014,12,19.9279,26.3578,-6.714,17.7494,27.522
2015,1,21.3202,26.6425,-6.3235,16.6115,28.072
2015,2,20.2841,26.3971,-3.2716,20.2522,27.1542
2015,3,18.9657,26.027,2.58015,23.3404,26.266
2015,4,15.9511,25.9741,8.70064,27.162,24.2249
2015,5,12.2071,25.2458,13.914,30.6121,20.6963
2015,6,9.54048,24.6914,17.4817,29.1138,19.4109
2015,7,8.34653,24.7691,19.8109,27.5206,18.6747
2015,8,10.8438,25.7966,18.8831,27.0912,20.968
2015,9,11.6633,27.3316,14.2961,27.2284,24.0422
2015,10,13.2324,27.21,8.31517,25.9414,25.2905
2015,11,17.2733,27.3725,0.67142,22.3532,26.2402
2015,12,20.309,27.1024,-5.239,18.6159,27.9317
